Nombre,Breve descripción,Componentes,Duración,Esfera de conjuro,Materiales,"Nivel ",Rango,Ritual,Tiempo de lanzamiento,Tipo duración
Polimorfar en Bestia,La carne se retuerce y los huesos crujen mientras la forma humana se deshace en algo más antiguo.,"M, S, V"," Concentración, hasta 1 hora","Catálisis, Simbiosis","Un pelo, pluma o escama de la bestia objetivo",4º círculo,6 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Seguidor Feral,"La bestia se yergue, sus rasgos se ablandan, y en sus ojos brilla una chispa de razón prestada.","M, S, V","Concentración, hasta 1 hora","Catálisis, Simbiosis","Una moneda de plata grabada con un rostro humanoide,",4º círculo," 6 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Rosa Letárgica,Del aire brota una rosa de luz carmesí; su perfume arrulla la mente con sueños dulces y letales.,"M, S, V","Concentración, hasta 1 minuto","Mente, Simbiosis","Un pétalo de rosa preservado con miel feérica, consumido",4º círculo,"12 casillas ",Yes,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Carruaje de Calabaza,"De la nada surge el carruaje dorado: ruedas de luna, caballos de niebla, y un cochero de hojas marchitas.
","M, S, V",8 horas,"Destino, Espejismo","Una calabaza de al menos 5 kg y polvo de estrella por valor de 50 PO, consumidos",4º círculo,Personal (el carruaje aparece a 2 casillas del lanzador),Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Vestido Maravilloso,Las telas imposibles caen sobre los hombros del portador como agua de plata; nadie podrá apartar la mirada.,"M, S, V",24 horas,"Destino, Espejismo","Hilo de seda plateada y una aguja de plata, 50 p",4º círculo,Toque,Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Espejo de Cuento,"El espejo no refleja lo que es, sino lo que el corazón más teme o más desea ver.","M, S, V","Concentración, hasta 1 hora","Espejismo, Mente",Un espejo de plata de al menos 25 po,4º círculo,2 casillas,Yes,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Manos de Hielo,Los brazos se vuelven cristal de invierno; el frío emana de las palmas como un viento que petrifica el alma.,"S, V"," Concentración, hasta 1 minuto","Catálisis, Energía",,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
"Puños de Carbón ",Los brazos se ennegrecen y humean; cada golpe deja marcas de hollín y calor abrasador que no se borran fácilmente.,"S, V","Concentración, hasta 1 minuto","Cénit, Energía",,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Brazos de Sal,Los brazos se deshacen en una tormenta de cristales blancos que corroen todo lo que tocan con desesperante eficiencia.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Ruina",Un puñado de sal gruesa; se consume,4º círculo,"Personal ",No,1 acción,
Forma de Obsidiana,La piel se cristaliza en láminas negras y afiladas como cuchillos; moverse junto al lanzador es como rozar un arma viva.,"S, V","Concentración, hasta 1 minuto","Cinético, Cénit",,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Puños de Mármol,Los brazos se solidifican en mármol macizo; cada golpe resuena como un martillo de cantera en la carne del enemigo.,"S, V","Concentración, hasta 1 minuto","Cinético, Cénit",,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Extremidades de Madera,Los brazos se alargan en raíces y ramas vivas; la naturaleza misma extiende su alcance a través del lanzador.,"M, S, V","Concentración, hasta 1 minuto","Cénit, Simbiosis",Una ramita de árbol centenari,4º círculo,"Personal ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Brazos de Hierro,El hierro fluye sobre los brazos como mercurio y se solidifica en armadura viva; el lanzador se vuelve una fortaleza que camina.,"S, V","Concentración, hasta 1 minuto","Cinético, Cénit",,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Dedos de Oro,Los dedos brillan como lingotes fundidos; todo lo que tocan queda marcado por la fortuna caprichosa del metal precioso.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Cénit, Destino",Una moneda de oro; se consume,4º círculo,"Personal ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Canal de Oricalco,El oricalco fluye por las venas de los brazos como electricidad dorada; el lanzador se convierte en un conductor perfecto de lo imposible.,"M, S, V","Concentración, hasta 1 minuto","Cinético, Origen, Realidad","Una viruta de oricalco, 100 po; se consume",4º círculo,"Personal ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Relámpago de Electrum,Los brazos se vuelven alambre y plasma; el calor y la electricidad danzan entre los dedos buscando el camino de menor resistencia.,"S, V","Concentración, hasta 1 minuto","Catálisis, Energía",,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Enjambre de Ánimas,Un millar de espíritus dolorosos llenan el aire con lamentos; su toque enfría la carne y consume la voluntad de vivir.,"M, S, V","Concentración, hasta 1 minuto","Mente, Ruina","Cenizas de un ser fallecido, 10 po; se consumen",4º círculo,"20 casillas, esfera de 6 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Marea de Pesadillas,Imágenes de los mayores temores de cada criatura se materializan como espectros que atacan sin descanso.,"S, V","Concentración, hasta 1 minuto","Espejismo, Mente",,4º círculo,"16 casillas, esfera de 8 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Procesión de los Condenados,"Figuras encadenadas de luz mortecina desfilan en círculo; sus cadenas invisibles atrapan el aliento y el movimiento de los vivos.
","M, S, V","Concentración, hasta 1 minuto","Origen, Ruina","Fragmento de hueso de no-muerto, 5 po; se consume",4º círculo,"20 casillas, cilindro de 4 casillas de radio y 6 de altura",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Lamento del Vacío,"Un sonido que no es sonido llena el área; los espíritus del vacío arañan la mente desde dentro, borrando pensamiento y valor.","S, V","Concentración, hasta 1 minuto","Mente, Ruina",,4º círculo,"12 casillas , esfera de 5 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Tormenta de Almas Perdidas,"Las almas en tormento se precipitan como lluvia negra, rasgando carne y espíritu simultáneamente en una danza frenética.","M, S, V","Concentración, hasta 1 minuto","Energía, Ruina","Un cristal negro roto, 15 po; se consume",4º círculo,"20 casillas, esfera de 10 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Coro de los Olvidados,Voces que ya no tienen cuerpo cantan nombres que nadie debería recordar; quien las oye pierde el sentido de quién es.,"S, V"," Concentración, hasta 1 minuto","Destino, Mente",,4º círculo,"16 casillas, esfera de 6 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Círculo de los Guardianes Espectrales,Formas de luz y sombra que se asemejan a los perdidos te rodean; protegen con fiereza lo que no pudieron salvar en vida.,"M, S, V","Concentración, hasta 10 minutos","Destino, Origen",Una reliquia de un ser fallecido vinculado al lanzador,4º círculo,"Personal, radio 4 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Vendaval de Espíritus Hambrientos,"Una oleada de voraces espíritus no-saciados avanza como tifón de frío y desesperación, devorando la vitalidad a su paso.","S, V",Instantáneo,"Mente, Ruina",,4º círculo,"20 casillas, cono de 8 casillas",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Vorágine de Espíritus Furiosos,"Un vórtice de guerreros caídos gira sin fin; sus armas fantasmales cortan a todos los que osan entrar en su furia eterna.
","M, S, V","Concentración, hasta 1 minuto","Cinético, Ruina","Tierra de un campo de batalla, 5 po; se consume",4º círculo," 16 casillas, cilindro de 6 casillas de radio y 10 de altura",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Juicio de los Ancestros,Los ancestros convocados no juzgan con misericordia; sus ojos vacíos pesan sobre los culpables y los inocentes por igual.,"M, S, V","Concentración, hasta 1 minuto","Destino, Mente, Ruina","Un pergamino con nombres de antepasados, 25 po; se consume",4º círculo,"20 casillas, esfera de 10 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Invocar Aberración,"Desde un pliegue en la realidad emerge algo que no debería existir, con demasiados ojos y demasiadas bocas.","M, S, V","Concentración, hasta 1 hora","Mente, Origen","Un ojo de criatura extraplanar conservado en bilis, 50 po",4º círculo,12 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Invocar Dragón,Las escamas llaman a la sangre y del vacío responde una silueta alada que hace temblar el suelo al posarse.,"M, S, V","Concentración, hasta 1 hora","Energía, Origen","Una escama del tipo de dragón deseado, 100 po",4º círculo,12 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Invocar Gigante,"La tierra tiembla y una silueta colosal se materializa, tan alta que su cabeza roza las nubes bajas.","M, S, V","Concentración, hasta 1 hora","Cénit, Origen","Un puñado de tierra de la montaña o tundra de origen, 10 po",4º círculo,10 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Insecto Gigante,"Del suelo o el aire emergen criaturas de quitina y aguijón, obedientes a la mente que las llama.","M, S, V","Concentración, hasta 1 hora","Origen, Simbiosis","Un caparazón o muda de insecto grande, 5 po",4º círculo,10 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Piel de Piedra,La piel se endurece hasta volverse granito gris; los golpes que antes partirían huesos ahora apenas arañan la superficie.,"M, S, V","Concentración, hasta 1 hora","Cénit, Simbiosis","Un diamante en polvo, 100 po; se consume",4º círculo,Toque,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Velocidad de Mercurio,El cuerpo del beneficiario se vuelve borroso; sus movimientos son tan rápidos que la vista apenas puede seguirlos.,"M, S, V","Concentración, hasta 1 minuto","Cinético, Destino",Una pluma de halcón,4º círculo,Toque,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Aura de Devastación,Una corona de energía pura rodea al lanzador; todo lo que se acerca demasiado recibe su furia sin que este mueva un dedo.,"S, V","Concentración, hasta 1 minuto","Cinético, Energía",,4º círculo,"Personal, radio 2 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Escudo de Espíritus Vengativos,"Formas difusas y airadas orbitan al lanzador; cuando la carne es golpeada, los espíritus devuelven el agravio con intereses.
","M, S, V","Concentración, hasta 1 minuto","Destino, Ruina",Un mechón de cabello de un ser fallecido,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Tormenta,Relámpagos recorren la piel del lanzador; sus ojos se tornan blancos y el aire a su alrededor huele a ozono y tormenta inminente.,"S, V","Concentración, hasta 1 minuto","Energía, Simbiosis",,4º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Juramento de Sangre,El lanzador se lacera la palma; la sangre se convierte en cadenas invisibles que atan su destino al del enemigo elegido.,"M, S, V","Concentración, hasta 1 minuto","Destino, Ruina",Tu propia sangre; recibes 1d4 de daño perforante al lanzar,4º círculo,8 casillas,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Comunión con la Naturaleza,"El lanzador cierra los ojos y la tierra habla; los árboles murmuran secretos y los pájaros cantan lo que han visto.
","S, V",Instantáneo,"Destino, Simbiosis",,4º círculo," Personal (radio de efecto: 60 casillas)",Yes,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
"Fabricar ",Las manos del lanzador se mueven en el aire y la materia prima obedece; donde había piedra bruta ahora hay una llave perfecta.,"S, V",Instantáneo,"Catálisis, Origen",,4º círculo,"6 casillas ",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Arcano Sellado,El lanzador traza un sigilo en el aire que queda impreso en el objeto; quien intente forzarlo sentirá el peso de la voluntad arcana.,"M, S, V"," Hasta ser disipado","Destino, Realidad","Polvo de diamante, 25 po; se consume",4º círculo,Toque,Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Saco Extradimensional,La bolsa pesa lo mismo vacía que llena; el espacio que contiene es una mentira educada que la realidad acepta sin protestar.,"M, S, V",24 horas,"Origen, Realidad",Una bolsa de cuero curtido y un rubí de 50 po; el rubí se consume,4º círculo,Toque,Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Palabra de Liberación,Una sola palabra resuena con el peso de lo que fue y lo que debería ser; las cadenas se rompen y los velos caen.,V,Instantáneo,"Destino, Restauración",,4º círculo,"8 casillas ",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Zarpazo Mercurial,"Tus brazos fluyen como plata viva, imposibles de atrapar, mortales al tacto.","M, S, V"," Concentración, hasta 1 minuto","Catálisis, Cinético","Gota de mercurio vivo, 10 po",5º círculo,Personal,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ciénaga de Carne ,Tu carne se vuelve ciénaga espesa; quienes te tocan se hunden sin escapatoria.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Simbiosis","Barro de pantano sagrado, 5 po; consumible",5º círculo,Personal,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Furia de la Tierra Fundida,Tu piel se agrieta en roca ardiente; dejas rastros de lava allá donde pisas.,"M, S, V","Concentración, hasta 1 minuto","Cénit, Energía","Trozo de obsidiana volcánica, 15 po",5º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Manto Venenoso,Tu sangre se vuelve tósigo destilado; cada caricia tuya es una sentencia de muerte.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Ruina","Frasco de veneno de basilisco, 50 po; consumible",5º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Manto Corrosivo,Tus manos disuelven la materia misma; el acero se derrite ante tu contacto.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Ruina","Ácido de golem de piedra, 25 po; consumible",5º círculo,Personal,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Savia negra,Tu cuerpo exuda aceite negro e inflamable; la llama te corona como a un dios.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Energía, Espejismo","Frasco de aceite de carbón negro, 5 po; consumible",5º círculo,Personal,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Esencia de Manantial,Tus manos se funden con el fluir eterno; sanas y arrasas con igual facilidad.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Restauración","Agua de manantial consagrada, 10 po; consumible",5º círculo,Personal,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Toque Hemopócimo,Tu sangre misma se convierte en elixir; dar tu vida sana a todos los que amas.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Restauración","Rubí pulverizado mezclado con sangre del lanzador, 100 po; consumible",5º círculo,"Personal ",No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Abrazo Criogénico,Tus manos destilan el cero absoluto; lo que tocas deja de existir en calor.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Energía","Frasco de agua con hielo dentro, 75 po; consumible",5º círculo,Personal,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Voluntad hemática,"Tu propia sangre cobra voluntad; fluye, ataca y sana según tu deseo.","M, S, V","Concentración, hasta 1 minuto","Catálisis, Restauración, Ruina","Aguja de hueso y sello rúnico en la muñeca, 30 po",5º círculo,Personal (proyección hasta 4 casillas),No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Invocar Celestial,"Un ser de luz y propósito desciende, leal hasta que su misión concluya.","M, S, V","Concentración, hasta 1 hora","Destino, Origen","Incienso consagrado y polvo de diamante, 300 po; consumible",5º círculo,2 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Invocar Monstruosidad,Algo antiguo y hambriento emerge; el mundo no estaba listo para verlo.,"M, S, V","Concentración, hasta 1 hora","Origen, Ruina","Sangre del invocador mezclada con ceniza de hueso, 50 po; consumible",5º círculo,2 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Dominar los Vientos,Los cielos obedecen tu voz; el viento corta como espada y transporta como nube.,"M, S, V","Concentración, hasta 10 minutos","Cénit, Energía",Pluma de águila real,5º círculo,"20 casillas, área 10×10 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ira de la Naturaleza,"La tierra misma muere de rabia; raíces, piedras y rayos caen como juicio divino.","M, S, V","Concentración, hasta 1 minuto","Cénit, Energía, Simbiosis","Semilla de roble bañada en sangre de la tierra, 30 po; consumible",5º círculo,"24 casillas, área 8×8 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Vorágine,El agua enloquecida forma un torbellino devorador; nadie escapa de su abrazo.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Energía",Agua de océano y arena de playa mezcladas,5º círculo,"12 casillas, área cilindro de 2 casillas de radio y 8 de alto",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Golpe de Viento de Acero,El aire se hace cuchilla; la tormenta corta hueso y armadura sin distinción.,"S, V",Instantáneo,Energía,,5º círculo,"12 casillas, línea de 12 casillas de largo y 1 de ancho",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Terremoto Localizado,La tierra tiembla bajo el peso de tu voluntad; el suelo se convierte en trampa.,"M, S, V","Concentración, hasta 1 minuto",Cénit,Puño de tierra de un cementerio antiguo,5º círculo,"20 casillas, área de 8 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Corazón de la Selva Negra,"La naturaleza enferma responde; entre los árboles muertos, algo antiguo despierta.","M, S, V","Concentración, hasta 1 minuto","Ruina, Simbiosis",Hollín de árbol quemado por un relámpago y bayas venenosas,5º círculo,"16 casillas, área de 6 casillas de radio",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Llamarada Solar,Del cielo cae el fuego del sol; la naturaleza y la luz se unen para purificar.,"M, S, V",Instantáneo,"Destino, Energía",Lente de cristal pulido y hoja de laurel seco,5º círculo,"20 casillas, columna de 2 casillas de radio y 8 de alto",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Modificar Recuerdo,"Con un toque suave, reescribes el libro que alguien llama ""su vida"".","S, V","Concentración, hasta 1 minuto ","Destino, Mente",,5º círculo,Toque,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Conocer las Leyendas,Las palabras que el tiempo enterró resurgen para quien sabe escuchar.,"M, S, V",Instantáneo,Destino,"Tinta hecha de cenizas de un libro antiguo y polvo de perla, 150 po; consumible",5º círculo,Personal,Yes,10 minutos,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Comunión,Hablas con lo que existe más allá del velo; la respuesta tiene un precio.,"M, S, V",1 minuto,"Destino, Realidad","Incienso de resina sagrada y un cristal de cuarzo rosa, 200 po",5º círculo,Personal,Yes,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Mensaje Onírico,"Tus palabras viajan al sueño de otro; lo que siembras en sueños, florece en la vigilia.","M, S, V",8 horas,"Destino, Espejismo, Mente","Pluma de cuervo y polvo de lavanda, 10 po; consumible",5º círculo,Personal,Yes,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Leer el Tejido del Destino,En cada elección hay una hebra; tú aprendes a ver todas ellas a la vez.,"M, S, V","Concentración, hasta 10 minutos","Destino, Mente","Espejo de agua clara en un recipiente de plata, 50 po",5º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Robar Conocimiento,"Con un toque, extraes lo que otra mente tardó años en aprender.","S, V",24 horas,"Mente, Ruina",,5º círculo,Toque,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Paso Arbóreo,"El árbol te recibe y otro te devuelve; el bosque es un solo ser, y tú lo cruzas.","M, S, V",Instantáneo,"Realidad, Simbiosis",Hoja del árbol de origen,5º círculo,Toque,Yes,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Paso de Sombra,Las sombras son puertas; quien domina la oscuridad nunca está lejos del destino.,"S, V",Instantáneo,"Espejismo, Realidad",,5º círculo,Visual (hasta 30 casillas),No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Paso del Relámpago,"Donde cae el rayo, allí llegas; la velocidad de la tormenta es la tuya.","M, S, V",Instantáneo,"Energía, Realidad",Esquirla de metal fundido por un relámpago,5º círculo,Visual,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Paso Psíquico,Los pensamientos crean su propio espacio; llegas donde tu mente ya ha estado.,"S, V",Instantáneo,"Mente, Realidad",,5º círculo,Ilimitado (mismo plano),No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Paso del Umbral,El velo entre los vivos y los muertos es más delgado de lo que crees.,"M, S, V",Instantáneo,"Realidad, Ruina","Moneda de plata puesta en los ojos de un cadáver hace menos de 1 hora, 1 po; consumible",5º círculo,Toque,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Paso del Eco,Dos espejos que se miran crean infinito; tú viajas por ese espacio entre reflejos.,"M, S, V",Instantáneo,"Espejismo, Realidad","Fragmento de espejo plateado con la imagen del destino reflejada, 25 po",5º círculo,Visual,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
"Telepatía ",Tu mente se abre como un océano; todas las demás son olas en él.,"S, V","Concentración, hasta 1 hora",Mente,,5º círculo,12 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
"Telequinesis ","Tu mente mueve el mundo; lo que ves, lo controlas.","S, V","Concentración, hasta 10 minutos","Cinético, Cénit, Mente",,5º círculo,"12 casillas ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Baile Irresistible,"Los pies obedecen a tu voluntad, no a la de su dueño; la danza es la jaula.",V,"Concentración, hasta 1 minuto","Destino, Mente",,5º círculo," 8 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Proyección Mental,Tu cuerpo duerme; tu mente camina por el mundo sin cadenas físicas.,"S, V","Concentración, hasta 1 hora","Mente, Realidad",,5º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Reencarnación,"La muerte no es el fin; el alma regresa, aunque en piel ajena.","M, S, V",Instantáneo,"Destino, Restauración, Simbiosis","Aceites raros y perfumes por valor de 1,000 po; consumibles",5º círculo,Toque,Yes,1 hora,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Danza Macabra,Los muertos no descansan cuando los llamas; se levantan a ejecutar tu voluntad.,"M, S, V","Concentración, hasta 1 hora","Destino, Ruina",Un hueso de cada criatura que deseas animar,5º círculo,"8 casillas ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Vínculo de Almas,"Dos vidas atadas; lo que le ocurre a uno, resuena en el otro.","M, S, V",Permanente (hasta ruptura del vínculo),"Destino, Restauración, Ruina","Anillo de plata para cada participante, 500 po cada uno; no consumibles",5º círculo,Toque,Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Resurgir del Fénix,"La llama que consume también crea; morir no es suficiente para detener a quien arde.
","M, S, V",Instantáneo,"Destino, Energía, Restauración","Plumas de ave fénix o plumas de un ave dorada bañadas en aceite sagrado, 500 po; consumibles",5º círculo," 6 casillas",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
